"Мне магазин очень понравился, покупала там телефон себе и мужу, планшет,ноутбук, утюг и плойку. Все работает, проблем с качеством товара не было, телефоны купили в поврежденной упаковке, сэкономили около 2000 р. на коробочках, которые были просто вскрыты и слегка помяты. Цены маленькие, на некоторые товары только можно найти дешевле в других магазинах рублей на 300, но зато тут дешевле доставка и классная бонусная программа. Товар забираем в основном сами на пункте выдачи в Зеленограде, продавцы вежливые, мы всем довольны. Товар всегда привозят во время, задержек не было. Кому нужен промо-код для регистрации 4128998, получите сразу 2 колонку, по ней товар еще дешевле. Сайт только новый не привычно пока, но вверху есть кнопка ""старый сайт"", мне кажется старая версия была лучше, удобнее...",5,11,15
"Цены хорошие, но выбор невелик. Брал уже несколко товаров, Заказывал в пункт самовывоза на Братиславской. В целом работают оперативно, товар упакованый производителем, т.е. не сорвано ниодной пленочки, все открывают при тебе. Так что будете покупать, проверяйте целостность и внешний вид товара, этого достаточно. По браку вернул уже два товара, возвращал с коробкой и чеком, этого достаточно. Проблем с возвратом у меня небыло. За один товар вернули деньги (гарнитура блютус), второй чинили (планшет - экран не работал, чехол был разодран, а наушники потерялись).","4,5",11,9
"Покупал у них плеер еще когда были ULTRAcomputer не читал диски,вернул с боем...Потом брал на подарок двд плеер,такая же ситуация.Вот на днях купил уже в Юлмарте HDD 2ТБ, Western Digital RE4, WD2003FYYS дома диск компьютер не увидел,проверил у знакомых такая же ситуация принес в магазин обнаружили визуально мнимые повреждения корпуса.Отказ от гарантии ,выдали какую то нелепую бумажку расписка отказ от гарантии с описанием дефектов.Дефект явный заводской брак в литье корпуса,но было списано на меня что я диск уронил.В гарантийном отделе ребята занимаются своими делами,прождал минут 20 чтоб меня обслужили ,не включая сделали экспертизу за 5минут якобы моя вина.Не советую ничего покупать в этом магазин некондиции...потеря времени,нервов и неприятный осадок об обслуживании.Буду подавать в СУД.",1,31,5
"Гарантийный отдел - отфутболивает. Претензионный и юридический отделы (если таковые есть) - молчат.Добиться возврата можно только в суде (при этом они будут откладывать заседания, говорить ""а мы не знали"" и обвинять покупателя как на базаре). Юристов со стороны юлмарта я в суде не видел. Суд я выиграл, но денег еще не получил (решение вступит в силу 02.06.2012)Вести себя так можно либо по неграмотности либо по запланированному сценарию.Помогу всем подать иск в суд бесплатно.Дмитрий. пишите","1,5",33,5
"14 мая 2012 купила колонки Microlab M-111 в магазине на Коломенской. В момент подключения к компу при перевтыкании тюльпана правой колонки в сабвуфер СТЕРЖЕНЬ ШТЕКЕРА ТАК И ОСТАЛСЯ В САБВУФЕРЕ. Никаких ИНЫХ ПОВРЕЖДЕНИЙ штекера не было. По видимому, пластмасса с металическим напылением, из которой сделан стержень, не расчитана на многократное втыкание)) Гарантийная служба магазина отказалась возмещать деньга, обвинив меня в механической поломке. При продаже колонок их не тестировали из-за отсутствия подобной возможности, просто проверили внешний вид на приглядность. Но ГЛАВНАЯ фишка гарантийного сервиса магазина на Коломенской в том, что мне не вернули полиэтиленовый пакет в котором колонки были принесены в сервис. ПАЕКЕТА НЕ БЫЛО В ОПИСИ СДАВАЕМЫХ В СЕРИС ТОВАРОВ, а НОВЫХ ПАКЕТОВ В ЮЛМАРТЕ НЕТ...",3,15,7
"товар нормальный,в целом все соответствует заявленному, но вот доставка отвратительная.Доставку обозначили с 18-21 часа,но в 13-40 позвонил курьер и со словами извините я проехал мимо вашего дома и не смог вам дозвониться, сказал ,что возвращаться не собирается,через два часа позвонили из магазина и сказали,что заказ сдан на склад и будет доставлен на следующий день,после чего уже нервы не выдержали и высказали все ,что думаем и то, что у нас доставка с 18 до 21 и мы ждем, заказ доставили,в следующий раз подумаю заказывать ли у них товар с такой доставкой",2,43,4
"здравствуйте. заказала холодильник атлант 18 октября 2013 года. с доставкой в г.воронеж. номер заказа 2041250, стоимость товара 15 000р. + 169р. доставка (итого = 15 169р.). заказ оформила ульяна (вн.номер 111 15). обещали привезти 20-го, в крайнем случае 21-го.не привезли ни 21-го, ни 22-го. никто не перезвонил.стала звонить сама. по номеру заказа видят, что товар из москвы на склад в воронеже отправлен и... след его пропал. говорят, мол, свяжутся из отдела логистики и сообщат, что с товаром. звонка из отдела логистики не дождалась. опять звоню сама по воронежскому  номеру 8 - 4732 - 2020 402. опять говорят, что все решим, товар отправлен и прочее. в итоге так говорят еще два дня и мне при этом никто не перезванивает.в итоге 25 октября 2013 года (то есть через неделю после даты первого заказа) некто андрей (вн.номер 11034) посоветовал сформировать новый заказ, так как тот исчез и уже вряд ли будет доставлен (обращаю внимание, что мне ни разу никто не перезвонил и не сообщил судьбу утерянного заказа).этот самый андрей при этом озвучил и то, что за эту неделю холодильник стал дороже на 1 770р. (то есть  12%). когда я сказала, что по этой цене данный холодильник мне неинтересен, андрей (вн.номер 11034) предложил мне ""сделать максимальную скидку по третьей колонке"". таким образом, цена холодильника с доставкой составила 15 667р. я согласилась. был сформирован заказ номер 2192367.дабы не потерять ""следы"" заказа, как было в первый раз, я контрольно позвонила в пятницу 26 октября 2013 года в юлмарт (8 - 4732 - 2020 402), заказ не был доставлен еще на склад в воронеже. мы сверили сумму заказа, мой телефон, адрес - все было верно, как и говорил андрей.в субботу 27 октября 2013 года ждала до обеда, из юлмарта никто не звонил. я снова набрала им. оказалось, что холодильник пришел в воронеж. я обрадовалась. но ненадолго.сказали, что доставят холодильник в понедельник 28-го октября. однако это меня уже не устраивало и я попросила ольгу из отдела доставки (доб.6233) сделать доставку сегодня, если это возможно. ольга пообещала, что доставка будет.в итоге, как ольга и обещала, привезли холодильник 27 октября 2013 года, распаковали, поставили на место. а когда дело дошло до оплаты, то выяснилось, что цена без скидки стали звонить снова в юлмарт ольге. ольга сказала, что в накладной скидка указана не была и что сделать ничего нельзя, остается только оплатить товар по более высокой цене, отличной от той, по которой я делала заказ.….очень интересно... я попросила разобраться и сделать  что-нибудь для решения проблемы. ольга «развела руками» и пригласила к телефону кирилла стрекова (старшего менеджера).кирилл тоже ничем не помог, предложив либо оплатить  цену на 12% дороже моего заказа, либо же холодильник увозят потом делают обещанную скидку и привозят снова.на мои слова, что скидку уже один раз мне пообещали и не сделали, где гарантия, что меня не разведут еще раз с ценой и в следующий раз другой кирилл не будет мне говорить, что якобы скидки в заказе и не было… на это кирилл ничего не ответил.я предложила связаться с андреем (доб.11034), который по телефону оформил мне заказ с этой несуществующей скидкой, чтобы понять, делал ли он скидку или нет.  на что кирилл ответил, что это невозможно, поскольку на дворе воскресенье и андрея мы не застанем.в итоге платить за холодильник дороже, чем договаривались, я отказалась. распакованный холодильник загрузили обратно в машину и увезли.через 20 минут после отъезда грузчиков позвонила та самая ольга и предложила привезти этот холодильник со скидкой, как они и обещали, но в другой день. мне в будний день неудобно, отказалась. тогда ольга предложила все-таки оформить доставку сегодня же вечером в воскресенье и со скидкой. я сначала согласилась, однако потом, как представила, что мне привезут это несчастный холодильник, который без упаковки катали из юз района в северный район г.воронежа и обратно… вдруг там будет царапина или еще что-то, что меня не устроит… никакой радости ни от покупки, ни потраченного времени уже не было… и я отказалась от сотрудничества с юлмартом вообще...потраченное время, концов не найти, обещания, которые компания не выполняет.сложилось мнение, что политика компании юлмарт такова: привлекают покупателей низкими ценами, потом товар якобы задерживается в пути, за это время повышается цена. покупателю предлагают скидку, чтоб он не отказался и вот когда товар в квартире, то выясняется, что и скидки нет и цена уже высокая. немногие откажутся платить и тратить нервы и время на поиск и покупку еще одного холодильника. наверняка платят на месте. что еще остается…юлмарт –  это некачественно, недешево, невовремя, без конкретики, пренебрежение к покупателю, обман с ценой.",1,52,3
"Вчера (17.10.2013) по инету заказал смартфон - доставили быстро, но увы проблемы со смартфоном - при вызове абонента смартфон начинал мигать, мне это не понравилось. 18.10.2013 отнес смартфон в магазин Юлмарт24 на Ленинградском шоссе. Мастер Понаморев Евгений определил в смартфоне программный глюк и исправил его. Но мне этот смартфон уже лежал на душу. Попросил заменить на другой смартфон - поменяли в течений 5-10 минут. Обслуживанием - очень доволен. Молодцы.",4,23,15
"Крайне негативное мнение сложилось за последний год.Началось все с покупки ноутбука. Чуть больше чем через полгода обнаружились серьезные проблемы с работой ноутбука. При поиске гарантийного сервиса производителя выяснилось, что гарантия уже давно закончилась, а ноутбук был продан б/у. Обратились в гарантийный сервис самого Юлмарта. Техника в гарантийные сервисы отправляется раз в 2 недели. Сразу же следует, что ремонт серьезно затянется. Потребовали на время ремонта подмену. При выдаче ""подменного товара"" выяснилось, что сотрудники магазина не привезли зарядное устройство и привезут его только через 2 дня. Пришлось ждать, при этом сотрудники написали в расписке не фактическую дату выдачи, а дату поступления товара без зарядного устройства к ним, чтобы избежать штрафных санкций. Настал день, когда позвонили и сказали, что ноутбук готов, можно забирать. Пришли в гарантийный отдел Юлмарта, оказалось, что и на этот раз сотрудники забыли в сервисе вообще все, кроме самого ноутбука и забрать смогут опять же только через 2 недели, что уже выходило за максимальный срок гарантийного ремонта в 45 дней. Потратив кучу нервов и себе, и по сути ни в чем не виноватым приемщикам, которые не могут нести ответственность за свое неразумное начальство, забрали деньги (по чеку) за ноутбук и разошлись. Придя домой, обнаружила, что с лицевого счета Юлмарт сняли бонусов куда больше, чем было начислено за покупку выше упомянутого ноутубка и покупку остальных купленных товаров в Юлмарте.После покупки ноутбука, но до проблем с гарантией в другом магазине Юлмарт покупали роутер, на выдаче нам принесли вскрытую коробочку со снятыми защитными пленочками с устройства и заполненным гарантийным талоном на сильно более раннюю дату. От покупки пришлось отказаться.Буквально через 2 месяца после несостоявшейся покупки роутера опять же в другом магазине Юлмарт заказали мультиварку. На сайте она была без уценки. По приезду в магазин и после оплаты товара нас попросили подождать, пока наш заказ укомплектуют в коробку. Нас это сразу же насторожила. После неприятного разговора с менеджерами и консультантами оказалось, что нам по обычной розничной цене попытались продать товар с витрины. Законодательством предусмотрена продажа товара с витрины со скидкой. Сотрудники магазина показали нам абсолютно наплевательское отношение к закону и вообще крайне грубо с нами разговаривали. Оставили запись в книге жалоб. Через неделю решили приехать и посмотреть, изменилось ли что-нибудь в магазине и как там поживает на отзыв - оказалось, что страницу с нашей записью попросту аккуратненько убрали из книги жалоб.Навязывать свое негативное отношение никому не хочу, но будьте бдительны.",3,41,5
"С момента открытия магазина, всегда покупаю там, так как рядом с домом и цены не завышенные.Но ту мне понадобился холодильник, так как старый отказывался охлаждать продуты(но морозилка работала)Сделав заказ на сайте 11 сентября (среда) мне вечерем перезвонили для подтверждения доставки на пятницу. В четверг мне позвонили чтобы уточнить в какое время мне удобно..Договорились, что во второй половине дня. В пятницу утром (в приблизительно в 10-11) позвонили и порадовали меня что мой заказ в пути и приедет через 2-3 часа. Перезвонили часа в 4 дня и сказали что машина в пробке и приедет часиков в 7-8 вечера. Подождав немного, позвонила в 9 часов вечера уже я в юлмарт, мне сказали что машина так же в пробке и едет ко мне.В 23-00 позвонили и сказали что машина попала в дтп, как только дождутся гаишников сразу привезут мне холодильник, и договорилась что я жду заказ до 12 ночи максимум до часа ночи. Спустя некоторое время очень неожиданно для меня: В ДВА ЧАСА НОЧИ ПОЗВОНИЛ МНЕ ВОДИТЕЛЬ(я уже спала)  И СКАЗАЛ ЧТО ОНИ НЕ СМОГУТ ПРИВЕЗТИ СЕГОДНЯ. Это что-то с чем-то...ну если к часу ночи не успели- НАХРЕНА МНЕ ЗВОНИТЬ В ДВА ЧАСА НОЧИ.Спокойно с ними поговорила и договорились чтобы они привезли утрод до 10 часов, ну а если не успеют то мне уже холодильник не нужен.Даже и не знаю..всё-таки спасибо что наконец-то довезли его к 9 утра....В дальнейшем при заказе крупногабаритного товара буду  отказываться от заказа при первой отговорке (уже выезжает машина, в пробке или дтп...)P.S. Думаю, стоит ли заказывать телек 50"" в этом магазине, так как нужно с доставкой =))",3,24,3
"Юлмарт – конченный магазин. Операторы химичат. Товар не мог получить полторы недели, а потом он оказался просроченным, причем оператор мне сообщил, что, якобы, я сам сделал отмену. Эта ситуация произошла второй раз, поэтому нельзя говорить о том, что я сам «отменил». И еще…у Юлмарта существует мошенническая схема по телефонным звонкам…я звоню по телефону, который указан в личном кабинете ( в свой город), а меня переключают на другой город, где находится головная организация и потом мне выскакивает счет за междугородние переговоры…","1,5",33,3
"2 августа купил в Юлмарт-Свиблово планшет, т.к. нахвалил продавец,принес домой, включил, вроде б работает.через час потребовался интернет, а он зараза глюканул. 13 августа приехал в магазин, зашел в гарантийный отдел, говорю им, что планшет не работает верните деньги, а они покрути в руках и сказали, что товаром пользовались, и они не имею никакого намерения его забирать. После того как я с ними начал ругаться и отстаивать свои права покупателя, они его взяли на экспертизу на 21 день.  На следующий день решил посоветоваться с юристом по поводу защиты прав потребителя. Юрист сказал, что при приёмке на экспертизу магазин должен был предоставить сведения о: дате экспертизы; фамилию эксперта; адрес где будет проводится экспертиза. Составили претензию, отнес в магазин, через 10 дней получил ответ, что моя претензия ""ничтожна."". После такого ""ответа"", с юристом составили жалобу в роспотреб надзор, прокуратуру, и исковое - в суд.  Отнес исковое в суд, назначили дату. Прихожу, смотрю а от магазина - никого. Вот это номер. Даже не пришли, проигнорировали, у секретаря спросил сообщили ли  им о дате, а она мне ответила, что они даже письма не приняли, хотя письма направлялись по адресу магазина. Назначили вторую дату, если они опять не придут, рассмотрение дела будет без них.  Ребята не покупайте в этом магазине ничего. Найдите другой, их так много, можно найти выгоднее. А там работают ХАМЫ...",1,32,3
"отвратительный магазин... неделю прождал заказ, вместо обещанных трех дней... в итоге заказ почему то стал просроченным и невостребованным:) предложили снова тот же товар заказать вновь:)), естественно отказался. сервис ""моя цена"" фактически не рабочий. никому не советую данный магазин... а по телефону оператор говорит: ""я же не виноват."". заказ№ 0001425714 код клиента№ 9301046, научите общаться отвечающих на звонки. а то ""никто не виноват"".","1,5",17,3
