"Ситилинк - это магазин, в котором руководство уверенно в своей безнаказанности. Скорее всего люди непростые. От кого-то. Вернуть бракованные товар - практически невозможно. На законы потребителя - никак. Купила телефон. Недорогой. 6700s. Не повезло . Брак сборки. Из телефона через 5 дней вывалилась в руку кнопка, приводящее в действие камеру. Поулыбались в гарантийном отделе. Поудивлялись. Идите в сервисный центр Нокиа. Сами ремонтируйте. А если возмущаетесь- пишите нашему юристу. Написала. И все. Вернее - ничего. Ни ответа , ни привета.Если не хотите геморроя с возвратом брака- покупайте, люди там, где поприличнее продавец, даже если дороже. Вспомните - скупой платит дважды. А сборка сейчас у всех недорогих моделей - фиговая. Так что вариант что понадобится сдавать - возможен.","2,5",43,15
"Обслуживание проста ужасное. Приходилось 2 раза приезжать чтоб получить товар + нужно созванивается с самим магазином чтоб понять готов товар или нет. Обслуживание что-то на подобии «тебе нужно ты и приходи и смотри сам» в клиентах вообще не заинтересованы. Счет ждал целый день, хотя созванивался обещали, что отправит с течении 30 минут а пришло в конце дня. При условии что цены далеко не дешёвые по сравнению с другими канторами по городу на амбиций в персонале хоть отбавляй. Я лично в этом магазине нечего не куплю.",1,47,9
"Политика шараги под названием ситилинк ВПАРИВАТЬ а не продавать, наживаась на простых гражданах, торгуя товарами НЕнадлежащего качества. Весь смысл у них заключается в том, чтобы человек пришел и купил, и неважно брак у него оказался или нет - все, иди соси товарищ лединец на палочке. Мы победили - ты выпал в осадок. Вот тебе бумажка о том что претензий по качеству и внешнему виду не имею, ну а если у тебя еще есть остаток надежды, следуй прямым курсом в отдел гарантии, там мы окончательно ее растопчем, и вытрем об нее ноги. Там будет еще одна бумажка которая заявляет что: состояние товара Б/У и имеются небольшие механические повреждения, даже если товар небыл в употреблении, и неважно сколько времени у нас займет гарантийное разбирательство, если мы вас сразу конечно не пошлем культурно, а может и с отсутствием таковой. А если ты нервничать начнеш, так нам это только на руку, может как и многие другие ты все таки отступишься, отстанеш от нас таких умных. Да и вообще кто ты, а кто мы.- Мы компания. С большой буквы ""К"" Ну а ты средство нашего дохода, да и только. И мы все, от директора и до продавца сами не знаем от куда мы все такие хамы беспордонные, и что нам дает право так себя вести.. В общем и целом добавить нечего.",1,173,9
"Заказ №W6729000 от 26.12.2013, 805003 Жесткий диск 2.5"" WD Red WD10JFCX, 1Тб, HDD, SATA III 2800р.Отзыв размещен в субботу 28.12.13 и на сайте СитиЛинк. Обнаружил в понедельник, 30.12.13 в 19 часов, что отзыв удален. Повторил ночью, 31.12.13. В 16 часов обнаружил, что отзыв опять удален. Восстанавливаю в 16.34. В четверг,01.01.2014, днем было 5 ответов, что отзыв был полезен, в 18.40 отсутствовал, восстанавливаю в 22.20 ****В советские времена 30% в цене товара было резервом для будущего ремонта, который называли гарантийным и бесплатным. Полагаю, ныне схема принципиально не изменилась. 26.12.2013 купил диск в блестящем пакетике. Вечером дома пакетик впервые вскрыл, включил диск, диск пощелкал головками и всё. Выключил, включил - пощелкал и всё. Делаю вывод об устойчивом дефекте с самого начала. 27.12.2013 ребята гарантийного отдела магазина СитиЛинк у м.Дыбенко успешно увидели механический дефект на углу изделия, в акте отказа в гарантийном обслуживании расписаться со своей стороны отказались. Замечу, дома на полу линолеум, об который даже посуда не бьется, а на складах магазина из условий пожарной безопасности негорючий бетонный пол и негорючие железные многоэтажные стеллажи.Погрузчик выдергивает товар с четвертого или шестого этажа, и от раскачивания роняет коробку с дисками на бетонный пол. А потом не выбрасывать же их. Миссия подобных магазинов - не дарить, но хотя бы продавать радость людям. Есть еще нематериальный актив - имидж и уважение. Верхние начальники иногда знают об этом, умеют думать системно. Работники нижнего звена не заморачиваются высокими материями. Пограничная ситуация была решена обыкновенно - клиент всегда свободен. ""Ты кто такой - давай до свидания"".Отзыв удаляют третий раз, значит заботятся о своем имидже, похвально.",1,61,3
"Приобрел в этом магазине на проспекте Гагарина (такое место магазином можно назвать только с сарказмом) видеокарту, при мне распаковали упаковку, я осмотрел внешний вид - вроде нареканий нет, придя домой при установке я обнаружил что радиатор под корпусом у нее довольно таки хорошо деформирован. Я в шоке. Несу назад, послали в гарантийный отдел, там написал заявление об обмене товара, на что потом ответили отказом - мол лучше внешний вид осматривать надо было, и это вообще механические повреждения. На мой вопрос как я мог погнуть трубку радиатора под опломбированным корпусом, при этом не остовляя следов инструмента мне так и не смогли. Попросил связать меня с выше стоящим руководством, ответили что возможно будет только 9 января, хотя при этом тот мальчик который принимал у меня заявление мне четко отрапортовал что 6 числа придет главный и глянет своим опытным глазом. Тобиш как я понял вердикт вынесли те же мальчики-зайчики. Попробую обратится в защиту прав потребителей, пусть и не поможет, хоть крови ихней попью чуток, ведь ценник у видеокарты довольно таки не малый. Кстати. это уже не первая моя покупка видеокарты в ситилинке, предыдущая моя видеокарта померла за два месяца, сдал по гарантии вернули деньги, но ведь надо же мне было опять попытать судьбу в этом ""милом магазине"". Не знаю как разрешится моя неудача, уже смирился, ЗНАЮ ОДНО - Я ВПРЕДЬ ТАМ БОЛЬШЕ НИ КОПЕЙКИ НЕ ПОТРАЧУ.",1,89,4
"Приобрел видеокарту получилось что она брак сдал ее на 3-й день у них на сайте написано Для физических лицУсловия обмена и возврата товара надлежащего качества, приобретенного:  -  через интернет-магазинВы вправе отказаться от товара в любое время до его передачи, а после передачи товара — в течение 7 (семи) календарных дней в соответствии со статьей 26.1. Закона РФ «О защите прав потребителей».Возврат товара надлежащего качества возможен в случае, если сохранены его товарный вид (в том числе ярлыки, пломбы, упаковка и т.п.), потребительские свойства, а также документ, подтверждающий факт и условия покупки указанного товара (кассовый и товарный чеки, гарантийное обязательство).При отказе от переданного Вам товара надлежащего качества в течение указанного выше срока, стоимость оказанных услуг, включая услугу по доставке, — не подлежит возврату. Итог пришел сдавать ее мне сказали идите нафиг, отправляем на экспертизу а может это вы с ней что то сделали, и сказали ждать до 21-го дня максимум, это полностью противоречит ст26 ЗПП, множественные нарушения, до службы гарантии в Москву дозвониться не реально, спорить с кем то тоже бесполезно, о том что они вообще нарушаю правила дистанционной торговли я вообще молчу...",1,56,4
"Привет всем...Хочу извиниться перед перед руководством ситилинка за прошлый свой отзыв...Вся ситуация выравнилась в положительную сторону...Был сделан возврат денежных средств...Так как было установлено,что это заводской брак.Заказал другой планшет,уже доставлен и ребенок очень рад...Большое спасибо ситилинку за столь оперативные меры...",5,20,41
Номер заказа w6703801 заказ был сделан 241213 доставка предложенная сайтом на 261213241213 в 18:40 звонок от представителя магазина где я подтверодил заказ время разговора 0:16 .Потом в 22:30 очередной звонок от представителя магазина где мне заявили что на 26 доставки не будет а будет 27 на что я не согласовал доставку 27 и подтвердил готовность принять свой заказ 26 числа как прописано в заказе.....26 числа я звоню в магазин узнать примерное время доставки согласно заказу... На что получаю ответ что ваш заказ не подтвержден и вам не дозвонились и это после 2 звонков один из которых был ночью и длился 5 минут и 16 секунд.... а так же подобная ситуация была в том году перед новым годом. К сожалению номер заказа я не сохранил и так же заказ небыл доставлен.... Итог. Хамство неуважение постоянное вранье и не выполнение своих обязательств по отношению к покупателю.,1,40,2
"Сервис - УЖАС... При покупке компьютер не включают в розетку или ПОКУПАЕМ ""КОТА В МЕШКЕ"".Заказал три компьютера у этих ребят. Позвонили сказали заказ приехал, можно забрать. Приехал в ТЦ Бисмарк, что в г. Иванове, поцеловал закрытую дверь. (На режимнике написано мол с 10 утра аж до 21 вечера)... пошел искать продавца. Оказывается шпиен сидел в будке - запертый. Сонная морда мне говорит - ну не принял я товар, приходите после пяти. В ответ говорю ""ты редиска - отдай компьютеры."" - а он в ответ: ""не отдам."" - и захлопнул свою будку. Ну я звонить в центральный офис. Там с сочувствием сообщили - пацан реально редиска. Заказ выдадим только после пять ""У НАС ТАКОЙ РЕГЛАМЕНТ"".  Мне конечно как покупателю, далеко и глубоко до их РЕГЛАМЕНТА. Но не поленился приехать второй раз. ПОБЕДА: получаем товар.Приехал к его будке и говорю: ""Ну что вредитель. Давай проверять - компьютеры, мол включай в розетку и подключай монитор"". Продавец отвечает: ""Не буду. Забирай мол и дома сам проверяй. И уперся как бык в свой РЕГЛАМЕНТ"". ""Вот так вот - а если не работает."" - привозите по гарантии или отказывайтесь от заказа. ""Еду в машине с тремя компьютерами и думаю, а включатся они или нет."" Такую покупку по другому и не назовешь: ""КОТ В МЕШКЕ ПРОДАЖА ТЕХНИКИ БЕЗ ПРОВЕРКИ"" Заказ номер: W6692359",2,51,7
"Заказал на Калужской самовывозом сетевое хранилище WD с одним хардом...пришло письмо на почту о подарке к нему, приехал получать... про подарок никто не вспомнил, кроме меня...","2,5",35,4
"Не первый год пользуюсь услугами Ситилинка, оставил у них не один десяток тысяч рублей, впечатления в основном были положительные. Но некоторые вещи удивляют, раздражают и выводят из себя.Недостатки начинаются с момента, когда денег у них нужно взять, а не наоборот.Нельзя так работать, уважаемые. Надеюсь, персонал Ситилинка отзывы читает. По результатам последней покупки (заказ W6504682) хочу вопросы задать.Почему поездка к вам для выкупа заказа из 7 позиций, что обычно занимает 15 минут, превращается в без малого час + испорченное настроение в этот вечер.Почему об отсутствии позиции 708750 я узнаю на выдаче после оплаты заказа, а не по телефону до того, как это происходит у вас обычно.Почему человек на выдаче говорит мне это как бы мимоходом, а на вопрос, в какую кассу мне обращаться, отвечает, что в любую.Почему обращение в единственную кассу, на которой написано про возврат, заканчивается направлением в другую, в которой я совершал покупку по банковской карте. Может быть стоит написать об этом на каждой кассе и у каждого окна выдачи. Почему я должен стоять у каждого окна в очереди, чтобы быть посланым дальше.Почему отдавая вам деньги, вы не спрашиваете у меня документов и не просите заполнить заявление, но возвращая деньги мне, при чем, заметьте, не потому, что мне это надо, а потому, что у вас что-то не сложилось, я должен что-то предъявлять и что-то заполнять.Вам не кажется, что слишком много вопросов у меня к вам скопилось за одно посещение магазина на Амурской.И это мне несказанно повезло, что дело было вечером и покупателей было немного. Я с ужасом представляю, сколько времени можно провести с тем же вопросом при наплыве людей в магазине.Надо что-то менять в вашем королевстве, если вам важна репутация магазина.Отдельно для Яндекс-Маркетаб который уже не в первый раз отклоняет публикацию отзыва: Для чего люди пишут отзывы. Чтобы с другими поделиться опытом покупок в магазине, или чтобы просто потратить время. Сколько можно отклонять комментарии. Поменяйте настройки в своем роботе или разуйте глаза, если модерируют люди. Напишите четкие правила, что можно писать в комментариях, а что будет отсеяно роботом или людьми.А я хочу, чтобы и Ситилинк, и будущие клиенты Ситилинка знали, что в этом магазине бывают не только положительные эмоции от покупок.",3,55,5
"Покупаю технику в этом магазине уже года два, т.к удобно и доставка есть, и дешевле, но за последний год очень разочарована в качестве товара,купленного в этом МЕСТЕ, за год я уже ремонтирую второй телевизор, первый ремонтировался 2 раза, причем возвращался мне в том же не рабочем состоянии-я его вернула и получила деньги, второй(другой фирмы) опять в ремонте, так же там находится эл.книга, которая проработала 3 недели, чайник сдох через 4 месяца и USB-концентратор, так же два телефона, купленные 1.5 года назад, планшет через 2 месяца перестал заряжаться. ЖУТЬКИЙ МАГАЗ.... не рекомендую.",3,43,8
"самый отвратительный магазин с вечно битыми товарами ненадлежащего качества..................... никогда там не покупайте.............. все хамят, как на вокзале, руководители общаются таким тоном, будто вы им должны, а не они вам, потребителям. клиентоориентированности ноль................ среди такого выбора конкурентов выбирайте другую организацию.................. в ейске вообще ужас, а не отдел ситилинка............ и не ведитесь на цены - все товары битые..................",1,53,8
"Хочу поделиться своим печальным опытом покупки в Ситилинке. Сегодня (30.11.2013) купили в магазине на Оптиков IPhone 4. При выдаче товара прозрачной упаковки на коробке не было и защитных пленок на экране тоже,  была только белая наклейка, которая скрепляла  коробку. Это нас насторожило, однако мы спешили, поэтому и не придали этому  значения. Мы и подумать не могли, что товар может быть уже б/у. Когда принесли телефон дома, ради интереса зашли на сайт apple и проверили телефон на активацию. И каково было наше удивление, телефон был активирован 25.11.2013. Мы вернулись в Ситилинк, где нам без вопросов и удивления поменяли телефон на новый, упакованный по всем правилам ( с пленкой на корпусе телефона и прозрачным полиэтиленом на упаковке). Больше в Ситилинк ни ногой. Да, цены действительно чуть дешевле, чем в других гипермаркетах, но советую вам задуматься, готовы ли вы рисковать из-за этой незначительной разницы в цене и вместо новой покупать технику б/у.",1,66,5
"Будьте аккуратней при покупке товаров в СИТИЛИНК. 28 ноября куплен планшет SAMSUNG Galaxy Tab. Выдаете вы товар в магазине так: сначала ставишь подпись, что претензий по внешнему виду не имеешь и только потом получаешь запечатанную коробку. Ладно, что делать, подписала. Планшет в подарок, сразу же сходила за пленкой и чехлом, все наклеили и сложили. Вечером решила посидеть посмотреть работу данного устройства, аккумулятор на исходе, взяла шнур подключила для подзарядки. Покопавшись поняла что не все характеристики данного устройства меня устраивают. Решила вернуть, а точней обменять на другую модель. Позвонила в отдел гарантии, объяснила суть, девушка Ярослава объяснила что в течении 7-ми дней я могу вернуть товар, указала адреса и время работы. В гарантийном отделе молодой человек Антон Зайцев очень долго рассматривал аппарат и нашел невидимые моему глазу царапины на ободе, а еще указал что штекер использовался(а как еще проверить работу устройства аккумулятор которого сел..) и это уже порча товарного вида. В общем выдал мне Акт отказа в приеме товара надлежащего качества. Больше покупать в этой ""шаражке"" ничего не буду и вам не советую.",1,60,7
"13 ноября мы купили в вашем магазине в Нижнем Новгороде 4 картриджа для струйного принтера HP Photosmart 5510. Показали продавцу образцы, которые нам были нужны - то есть 4 уже закончившихся картриджа: 3 цветных и один черный. Когда мы попытались вставить купленные картриджи в принтер, оказалось, что черный картридж нам дали не тот, который мы попросили и чей образец показали, а ""178 Фото"", который никак не заменяет обычного черного и для которого в нашем принтере нет отделения. Мы позвонили в магазин и рассказали об ошибке продавца. Нам пообещали заменить товар. Но когда мы пришли в магазин, менять картридж нам отказались, т.к. коробочка была открыта. Замечу - открыта она была очень аккуратно. А неоткрыта быть не могла, т.к. чтобы понять, что нам продали не то, что мы просили, нам просто необходимо было ее открыть - мы с картриджами каждый день дел не имеем и по упаковке не смогли бы понять, что нам дали не то, что мы просили. Подскажите, пожалуйста, как нам возможно обменять товар, который по ошибке и собственной невнимательности продал нам сотрудник вашего магазина. На это сообщение через форму обратной связи менеджеры отвечают, что у товара якобы нарушен товарный вид. Вид у товара абсолютно не изменился. Лишь немного открыта картонная коробочка, в которую упакован картридж, сам картридж нетронут - такой же дефект мог быть при транспортировке. Почему мы должны нести ответственность за невнимательность и ошибки ваших сотрудников. И почему ваши менеджеры отделываются стандартными отписками, вместо того, чтобы немного подумать и решить проблему.",1,33,5
